name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
DrugEx_RNN_epsilon_0.6_250k_0,dis,cdpkit,245116,250000,2/149,0.013422818791946308,0.980464,1.2000144001728021e-05,3,8.15946865540116e-06,0
