name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_250k_mean,dis,murcko,135146.4,245978.4,-,0.2750028,0.5492479,0.0094803,2293.8
