name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV
GB_GA_mut_r_0.01_250k_3,sim,cdpkit,245830,250000,2/58,0.034482758620689655,0.98332,1.6000256004096065e-05,4,8.135769725173698e-06,0
