name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo
DrugEx_RNN_epsilon_0.6_mean,dis,csk,87100.4,891065.4,-,0.6201674,0.0714605,0.0001391,0.3515092,0.097631,0.0174689,15682.2
