name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo,median_OS_IS
DrugEx_RNN_epsilon_0.6_mean,dis,csk,87100.4,891065.4,-,0.6201674,0.097631,0.0183192,0.0002491,15682.2,0.5932203389830508
