name,type_cluster,scaffold,uniq_scaffolds,set_size,TUPOR_,TUPOR,SESY,ASER,tRS
DrugEx_mean,dis,csk,322088.0,999912.0,-,0.5554555,0.3221176,0.0127084,12707.4
