name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,metric_1,metric_2,KL_OS_IS,KL_OS_RS
DrugEx_GT_epsilon_0.6_mean,dis,csk,267648.0,907474.4,-,0.6796488,0.0253171,0.0001466,1.0550337,0.2948155,0.007886,7186.4,9.17e-05,0.0079859,0.0007511052399986416,0.02506631804605174
