name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_set,SESY,ASER,CwASo
DrugEx_GT_1_mean,dis,csk,254849.2,908272.6,-,0.7009216,0.0276687,0.0077233,0.2805422,0.0099907,9050.0
