name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,TUPOR_unique,TUPOR_1,TUPOR_2,SESY,ASER,CwASo,KL_OS_IS,KL_OS_RS
GB_GA_mean,dis,csk,2710.0,9998.0,-,0.197592,0.7448879,0.0040486,0.2802681,0.2710566,0.0108207,108.2,0.0171639692397638,0.03243522256755914
