name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_10k_mean,dis,csk,"2,373.0","10,301.0",0.1356943,0.2308163,0.0075212,0.0021676,75.6
REINVENT_10k_mean,dis,csk,"4,665.6","9,929.4",0.2143555,0.4698724,0.0150367,0.0018206,142.8
DrugEx_GT_epsilon_0.1_10k_mean,dis,csk,"4,646.6","9,992.6",0.2041542,0.46501,0.0049857,0.0016401,49.4
DrugEx_GT_epsilon_0.6_10k_mean,dis,csk,"5,939.2","9,992.2",0.3345524,0.5943763,0.0082329,0.001988,81.2
DrugEx_RNN_epsilon_0.1_10k_mean,dis,csk,"3,464.2","9,994.8",0.1216086,0.3466107,0.0046686,0.0012149,46.0
DrugEx_RNN_epsilon_0.6_10k_mean,dis,csk,"3,115.2","9,899.6",0.2961146,0.3146458,0.018437,0.0032869,173.8
GB_GA_mut_r_0.01_10k_mean,dis,csk,"5,805.4","9,999.4",0.1877933,0.5805752,0.0028963,0.0011978,28.8
addcarbon_10k_mean,dis,csk,708.2,"10,000.0",0.0334034,0.07082,0.0015447,0.0017001,15.4
