name,type_cluster,scaffold,USo,SSo,TUPOR,SESY,ASER,ASR,CwASo
Molpher_500k_mean,dis,csk,"69,427.4","514,021.6",0.4775814,0.1352784,0.0045566,0.0002417,"2,275.4"
REINVENT_500k_mean,dis,csk,"102,091.2","496,147.8",0.5109604,0.2057671,0.0140926,0.0001908,"6,703.4"
DrugEx_GT_epsilon_0.1_500k_mean,dis,csk,"96,988.6","499,599.8",0.5146554,0.1941387,0.0049668,0.0001865,"2,460.0"
DrugEx_GT_epsilon_0.6_500k_mean,dis,csk,"162,875.2","499,689.2",0.6599977,0.3259501,0.0079889,0.0001457,"3,942.8"
DrugEx_RNN_epsilon_0.1_500k_mean,dis,csk,"52,778.4","499,731.8",0.3493138,0.1056155,0.005114,0.0002357,"2,517.2"
DrugEx_RNN_epsilon_0.6_500k_mean,dis,csk,"56,873.4","495,029.0",0.5810098,0.1148974,0.0184142,0.0003557,"8,681.8"
GB_GA_mut_r_0.01_500k_mean,dis,csk,"98,819.0","499,978.6",0.4677605,0.1976463,0.0031404,0.0001688,"1,560.2"
addcarbon_500k_mean,dis,csk,856.8,"500,000.0",0.0334034,0.0017136,0.0018766,0.0013924,935.4
