name,type_cluster,scaffold,USo,SSo,TUPOR_,TUPOR,SESY,ASER,ASR,CwASo,median_OS_IS
DrugEx_GT_epsilon_0.6_mean,dis,csk,267648.0,907474.4,-,0.6796488,0.2948155,0.0079859,9.17e-05,7186.4,0.6181818181818182
